Block Height|Total Difficulty
9009375|13,037,226,917,742,152,653,820
9012500|13,045,182,576,141,603,633,299
9015625|13,053,075,937,276,975,606,087
9018750|13,061,064,011,975,980,688,006
9021875|13,069,022,693,085,814,389,757
9025000|13,076,895,749,389,284,389,022
9028125|13,084,806,385,670,234,426,207
9031250|13,092,789,847,050,680,764,867
9034375|13,100,673,654,369,426,652,755
9037500|13,108,433,662,952,541,108,562
9040625|13,116,483,558,285,806,322,147
9043750|13,124,423,950,653,672,879,776
9046875|13,132,674,777,363,561,604,962
9050000|13,140,634,080,257,135,533,660
9053125|13,148,602,029,469,936,127,549
9056250|13,156,411,193,944,937,281,133
9059375|13,164,223,058,949,180,909,292
9062500|13,172,011,930,811,812,979,875
9065625|13,179,967,288,322,032,540,012
9068750|13,187,970,983,190,653,819,194
9071875|13,195,758,022,301,863,507,307
9075000|13,203,535,456,308,878,945,932
9078125|13,211,298,042,914,144,992,153
9081250|13,219,138,177,723,742,795,948
9084375|13,227,164,705,046,003,955,183
9087500|13,235,335,610,389,969,290,799
9090625|13,243,091,263,312,762,904,736
9093750|13,250,902,271,150,583,137,479
9096875|13,258,748,742,697,305,783,715
9100000|13,266,706,288,436,164,176,078
9103125|13,275,237,490,179,812,040,234
9106250|13,284,154,603,975,808,751,300
9109375|13,292,966,224,454,180,025,701
9112500|13,301,744,639,694,575,143,595
9115625|13,310,531,777,628,657,707,577
9118750|13,319,203,245,829,780,601,997
9121875|13,327,565,091,651,934,015,857
9125000|13,335,827,868,579,203,844,157
9128125|13,343,920,438,422,440,817,798
9131250|13,352,044,923,929,239,655,064
9134375|13,360,133,892,374,496,964,942
9137500|13,367,969,744,412,599,386,722
9140625|13,375,847,002,465,975,062,505
9143750|13,383,896,533,543,237,985,625
9146875|13,391,867,408,169,593,269,227
9150000|13,399,852,628,118,237,505,462
9153125|13,407,882,543,992,618,135,769
9156250|13,415,725,566,894,130,602,393
9159375|13,423,757,573,936,603,826,097
9162500|13,431,505,222,086,694,398,332
9165625|13,439,298,092,611,631,310,096
9168750|13,447,069,301,604,029,746,612
9171875|13,454,893,675,105,919,382,361
9175000|13,462,722,849,229,982,865,028
9178125|13,470,635,463,904,800,517,429
9181250|13,478,642,145,988,885,498,003
9184375|13,486,637,437,063,335,098,493
9187500|13,494,587,518,768,889,958,597
9190625|13,502,462,685,625,477,979,113
9193750|13,510,395,942,642,260,146,539
9196875|13,517,990,916,836,712,631,862
9200000|13,525,747,653,928,155,934,639
9203125|13,532,429,536,212,954,260,373
9206250|13,538,549,299,581,090,507,029
9209375|13,544,738,246,290,289,176,160
9212500|13,551,148,297,517,150,033,069
9215625|13,557,649,250,842,743,470,899
9218750|13,564,199,901,067,751,211,587
9221875|13,570,533,425,341,682,899,579
9225000|13,576,785,619,622,250,875,787
9228125|13,583,158,556,751,390,036,502
9231250|13,589,672,672,872,197,699,344
9234375|13,596,255,202,703,249,286,593
9237500|13,602,814,768,675,396,767,909
9240625|13,609,305,734,120,983,914,097
9243750|13,615,685,459,962,376,262,598
9246875|13,621,959,535,132,171,308,658
9250000|13,628,278,799,957,806,402,453
9253125|13,634,741,728,642,923,054,698
9256250|13,641,272,252,334,607,795,331
9259375|13,647,843,424,701,012,915,552
9262500|13,654,379,006,856,422,221,523
9265625|13,660,852,968,499,438,964,580
9268750|13,667,337,349,851,192,181,989
9271875|13,673,800,850,256,010,011,006
9275000|13,680,350,804,362,879,082,489
9278125|13,686,848,740,661,229,209,875
9281250|13,693,300,595,087,866,169,985
9284375|13,699,861,880,181,688,753,392
9287500|13,706,526,112,432,698,809,668
9290625|13,713,076,914,901,331,959,685
9293750|13,719,616,714,932,845,856,337
9296875|13,726,058,278,748,644,088,887
9300000|13,732,576,307,839,631,410,431
9303125|13,739,144,020,060,388,388,042
9306250|13,745,518,949,145,551,856,310
9309375|13,752,052,321,817,253,102,555
9312500|13,758,443,152,037,951,781,492
9315625|13,764,998,255,855,439,277,357
9318750|13,771,506,663,807,726,621,568
9321875|13,778,105,752,169,014,787,799
9325000|13,784,651,221,160,461,622,729
9328125|13,791,199,779,922,096,150,614
9331250|13,797,715,108,134,138,722,830
9334375|13,804,267,322,623,192,248,407
9337500|13,810,713,762,396,966,543,322
9340625|13,817,235,030,359,848,288,940
9343750|13,823,909,858,733,320,610,898
9346875|13,830,542,135,690,217,433,713
9350000|13,837,121,230,376,474,897,653
9353125|13,843,610,425,235,953,699,614
9356250|13,850,154,962,507,639,089,838
9359375|13,856,593,332,027,473,298,660
9362500|13,863,118,120,059,024,491,695
9365625|13,869,581,932,331,961,067,157
9368750|13,876,052,747,546,451,962,055
9371875|13,882,482,039,979,204,849,452
9375000|13,888,870,417,416,028,708,463
9378125|13,895,299,340,086,906,618,529
9381250|13,901,951,182,440,838,499,348
9384375|13,908,345,803,769,156,124,853
9387500|13,914,738,600,860,417,111,569
9390625|13,921,179,156,009,308,109,372
9393750|13,927,621,071,109,901,352,263
9396875|13,934,042,295,252,845,546,074
9400000|13,940,396,131,706,857,176,234
9403125|13,946,872,550,132,271,014,007
9406250|13,953,493,325,365,146,875,478
9409375|13,959,961,559,241,623,942,895
9412500|13,966,513,797,585,698,239,015
9415625|13,973,030,513,220,789,171,024
9418750|13,979,631,031,413,880,776,992
9421875|13,986,269,474,173,621,540,403
9425000|13,992,798,634,153,718,087,413
9428125|13,999,364,819,757,554,932,057
9431250|14,005,859,075,048,108,882,634
9434375|14,012,477,319,769,973,266,445
9437500|14,018,858,801,199,817,490,409
9440625|14,025,597,583,960,207,530,744
9443750|14,032,283,715,650,386,907,111
9446875|14,038,939,740,542,383,144,390
9450000|14,045,578,064,083,679,742,592
9453125|14,052,106,761,744,816,197,684
9456250|14,058,649,730,460,694,525,049
9459375|14,065,369,894,027,718,144,777
9462500|14,072,001,731,061,700,970,992
9465625|14,078,830,110,956,949,539,277
9468750|14,085,511,930,391,003,106,610
9471875|14,092,332,490,568,770,478,391
9475000|14,099,161,665,979,030,629,059
9478125|14,106,070,508,697,167,603,567
9481250|14,112,961,693,670,463,110,414
9484375|14,119,830,853,725,467,548,223
9487500|14,126,702,656,171,980,263,031
9490625|14,133,681,501,981,612,720,779
9493750|14,140,422,434,350,324,822,054
9496875|14,147,503,058,523,107,362,771
9500000|14,154,577,582,991,430,347,515
9503125|14,161,501,122,991,772,498,651
9506250|14,168,470,453,460,276,938,984
9509375|14,175,508,590,414,399,396,667
9512500|14,182,602,801,191,637,169,132
9515625|14,189,874,580,554,609,076,695
9518750|14,197,126,999,396,030,476,599
9521875|14,204,142,679,003,657,307,999
9525000|14,211,250,771,334,933,786,621
9528125|14,218,148,226,708,650,738,244
9531250|14,225,176,949,651,976,898,253
9534375|14,232,324,184,461,390,635,782
9537500|14,239,470,251,710,946,297,068
9540625|14,246,489,451,318,854,868,174
9543750|14,253,625,798,784,818,000,438
9546875|14,260,884,806,588,092,131,137
9550000|14,268,064,215,087,881,618,893
9553125|14,275,123,259,749,542,546,376
9556250|14,282,105,509,704,336,650,777
9559375|14,289,088,616,725,504,370,128
9562500|14,296,207,984,973,349,799,296
9565625|14,303,605,599,052,551,918,019
9568750|14,310,856,900,002,583,162,388
9571875|14,317,979,419,939,964,847,172
9575000|14,325,148,644,419,088,527,379
9578125|14,332,331,044,606,236,784,901
9581250|14,339,503,182,571,085,823,863
9584375|14,346,656,072,631,260,753,774
9587500|14,353,773,683,350,086,562,920
9590625|14,360,650,435,472,000,550,377
9593750|14,367,770,072,410,486,092,352
9596875|14,374,827,655,091,411,757,526
9600000|14,381,857,880,718,013,641,640
9603125|14,388,964,175,434,126,028,832
9606250|14,396,100,689,899,737,522,684
9609375|14,403,355,097,787,701,983,629
9612500|14,410,626,538,277,442,062,295
9615625|14,417,590,038,627,915,440,619
9618750|14,424,564,691,267,804,734,574
9621875|14,431,590,452,505,823,797,287
9625000|14,438,671,486,019,420,462,863
9628125|14,445,818,757,856,371,715,474
9631250|14,453,117,398,830,476,423,935
9634375|14,460,363,518,185,304,062,597
9637500|14,467,577,752,664,813,710,088
9640625|14,474,738,093,497,302,791,953
9643750|14,481,933,349,434,542,588,697
9646875|14,489,031,043,075,903,477,029
9650000|14,496,136,012,818,900,106,771
9653125|14,503,077,687,251,651,328,185
9656250|14,510,325,879,422,324,976,699
9659375|14,517,344,513,228,206,591,763
9662500|14,524,524,159,379,734,165,569
9665625|14,531,411,654,508,211,292,544
9668750|14,538,190,220,451,852,883,867
9671875|14,544,987,053,576,139,939,465
9675000|14,551,785,810,076,618,530,139
9678125|14,558,628,495,086,387,771,408
9681250|14,565,551,924,005,118,780,282
9684375|14,572,394,565,255,956,515,237
9687500|14,579,195,906,085,652,994,016
9690625|14,585,769,114,165,409,204,554
9693750|14,592,529,061,149,194,332,381
9696875|14,599,364,693,788,638,539,772
9700000|14,606,224,885,198,255,770,023
9703125|14,613,075,116,128,989,050,812
9706250|14,619,857,269,994,558,745,102
9709375|14,626,663,561,475,407,527,425
9712500|14,633,597,113,331,834,994,654
9715625|14,640,504,005,933,333,448,471
9718750|14,647,535,259,573,722,895,349
9721875|14,654,231,545,648,521,771,749
9725000|14,660,976,376,477,004,562,125
9728125|14,667,665,374,960,772,586,314
9731250|14,674,529,707,614,225,113,367
9734375|14,681,597,784,192,758,731,746
9737500|14,688,462,444,109,958,853,978
9740625|14,695,271,406,459,258,092,026
9743750|14,702,153,963,506,586,704,402
9746875|14,709,028,393,413,506,308,830
9750000|14,716,015,785,718,432,074,948
9753125|14,722,913,769,223,448,589,728
9756250|14,729,764,734,112,570,701,837
9759375|14,736,726,044,267,964,371,820
9762500|14,743,642,124,966,052,079,779
9765625|14,750,525,149,622,334,612,119
9768750|14,757,592,098,769,027,511,165
9771875|14,764,687,298,738,062,724,848
9775000|14,771,719,782,103,293,178,796
9778125|14,778,695,852,272,818,508,575
9781250|14,785,545,891,110,101,858,586
9784375|14,792,287,122,137,215,112,644
9787500|14,799,150,805,873,922,918,571
9790625|14,806,055,388,555,312,911,253
9793750|14,813,180,116,644,596,630,065
9796875|14,820,194,466,772,824,647,547
9800000|14,827,103,123,514,558,706,477
9803125|14,834,103,281,693,998,849,338
9806250|14,840,887,565,657,841,613,968
9809375|14,847,790,068,096,755,356,599
9812500|14,854,701,130,867,103,544,367
9815625|14,861,599,331,323,988,932,652
9818750|14,868,331,301,282,590,916,019
9821875|14,874,985,360,392,084,903,906
9825000|14,881,696,786,725,244,863,376
9828125|14,888,603,598,603,903,124,974
9831250|14,895,547,472,119,798,813,449
9834375|14,902,386,304,107,312,114,217
9837500|14,909,344,264,773,927,850,023
9840625|14,916,239,424,617,091,702,579
9843750|14,923,266,815,851,351,719,262
9846875|14,930,275,379,264,722,721,113
9850000|14,937,140,451,247,559,342,150
9853125|14,944,058,429,028,219,353,508
9856250|14,950,914,680,761,198,955,412
9859375|14,957,956,202,145,282,880,168
9862500|14,965,001,725,617,149,014,928
9865625|14,971,820,851,614,034,510,877
9868750|14,978,786,247,291,776,508,272
9871875|14,985,903,509,222,913,515,548
9875000|14,993,020,583,598,571,266,335
9878125|15,000,018,105,090,275,127,148
9881250|15,007,099,200,382,921,813,142
9884375|15,014,188,652,237,480,771,572
9887500|15,021,272,409,888,212,332,979
9890625|15,028,238,871,683,653,721,662
9893750|15,035,252,197,730,707,824,491
9896875|15,042,381,260,995,586,910,351
9900000|15,049,342,829,970,992,756,510
9903125|15,056,132,227,302,697,410,263
9906250|15,063,061,141,332,316,693,167
9909375|15,069,943,581,903,640,801,429
9912500|15,076,701,250,529,623,002,625
9915625|15,083,660,690,858,296,173,728
9918750|15,090,654,793,689,914,476,637
9921875|15,097,529,931,829,924,694,919
9925000|15,104,418,220,777,573,137,366
9928125|15,111,595,922,735,054,014,984
9931250|15,118,593,517,592,604,079,099
9934375|15,125,530,318,220,746,446,291
9937500|15,132,490,371,994,100,567,477
9940625|15,139,410,545,984,360,718,753
9943750|15,146,378,876,293,754,933,726
9946875|15,153,330,309,420,138,863,392
9950000|15,160,291,944,244,051,161,568
9953125|15,167,127,447,226,841,170,734
9956250|15,173,908,500,915,876,621,911
9959375|15,180,688,979,545,226,793,789
9962500|15,187,553,616,438,952,111,061
9965625|15,194,381,959,371,463,908,919
9968750|15,201,363,611,432,248,265,809
9971875|15,208,476,707,625,692,591,280
9975000|15,215,601,264,119,007,170,826
9978125|15,222,682,632,642,798,077,791
9981250|15,229,913,311,426,300,633,777
9984375|15,237,319,643,249,662,296,375
9987500|15,244,512,154,191,524,368,434
9990625|15,251,848,571,309,472,703,570
9993750|15,258,911,601,383,288,218,567
9996875|15,266,061,624,372,125,307,540
10000000|15,273,299,672,198,113,503,818
10003125|15,280,712,447,343,874,371,534
10006250|15,288,137,358,360,092,823,070
10009375|15,295,413,895,697,866,078,638
10012500|15,302,585,037,576,743,676,695
10015625|15,309,811,942,013,912,248,212
10018750|15,316,822,254,647,019,862,189
10021875|15,323,832,210,219,270,441,380
10025000|15,330,893,039,327,042,637,102
10028125|15,338,029,753,699,817,464,179
10031250|15,345,211,895,101,795,737,138
10034375|15,352,416,703,231,030,449,245
10037500|15,359,437,230,498,873,110,602
10040625|15,366,380,289,838,774,363,038
10043750|15,373,513,724,062,123,768,405
10046875|15,380,522,833,086,556,462,320
10050000|15,387,707,009,115,098,183,450
10053125|15,394,765,130,195,539,426,455
10056250|15,401,740,725,133,280,045,015
10059375|15,408,746,066,475,556,090,507
10062500|15,415,903,428,974,191,633,365
10065625|15,423,064,449,921,850,604,926
10068750|15,430,253,980,308,975,080,013
10071875|15,437,589,509,601,556,162,947
10075000|15,444,711,349,204,220,997,440
10078125|15,451,846,340,414,551,212,060
10081250|15,458,935,075,150,383,154,779
10084375|15,466,126,375,950,708,618,676
10087500|15,473,492,814,470,094,254,269
10090625|15,480,572,529,740,403,472,204
10093750|15,487,676,069,009,863,039,894
10096875|15,494,646,731,246,643,893,751
10100000|15,501,706,417,111,876,130,808
10103125|15,508,928,801,521,885,173,228
10106250|15,516,074,425,403,114,099,733
10109375|15,523,035,554,093,975,463,586
10112500|15,530,049,920,091,625,738,079
10115625|15,537,258,883,370,097,966,421
10118750|15,544,155,224,093,593,082,025
10121875|15,551,157,152,969,116,338,471
10125000|15,558,341,306,734,158,629,235
10128125|15,565,517,343,313,239,271,813
10131250|15,572,755,184,448,328,108,029
10134375|15,579,841,477,657,544,599,842
10137500|15,586,918,556,393,317,483,171
10140625|15,593,890,474,175,612,010,919
10143750|15,600,905,358,015,914,947,135
10146875|15,608,006,558,509,859,120,877
10150000|15,615,194,332,831,174,593,626
10153125|15,622,350,000,831,483,456,993
10156250|15,629,395,168,623,502,296,855
10159375|15,636,517,925,095,378,272,481
10162500|15,643,617,880,425,431,853,810
10165625|15,650,724,005,465,707,606,003
10168750|15,657,903,670,232,555,015,965
10171875|15,665,144,589,182,028,227,424
10175000|15,672,393,243,553,667,585,762
10178125|15,679,740,932,307,510,593,633
10181250|15,686,893,843,315,329,004,038
10184375|15,694,038,780,370,387,757,951
10187500|15,701,190,594,195,242,351,820
10190625|15,708,588,987,608,296,844,286
10193750|15,715,859,755,043,905,582,380
10196875|15,723,307,331,276,618,294,831
10200000|15,730,711,748,731,419,287,487
10203125|15,738,042,397,306,120,346,350
10206250|15,745,259,974,639,116,339,778
10209375|15,752,589,809,985,335,693,045
10212500|15,759,947,425,863,957,062,621
10215625|15,767,176,201,541,797,279,049
10218750|15,774,565,359,109,777,371,976
10221875|15,781,973,081,716,476,095,905
10225000|15,789,273,429,802,211,236,981
10228125|15,796,557,014,746,730,743,846
10231250|15,803,665,139,720,804,373,196
10234375|15,810,820,732,978,410,880,162
10237500|15,817,955,869,524,011,601,985
10240625|15,825,067,106,326,485,590,201
10243750|15,832,258,109,594,250,243,533
10246875|15,839,348,645,887,616,813,244
10250000|15,846,386,412,348,566,319,536
10253125|15,853,517,239,445,232,140,483
10256250|15,860,725,810,851,444,175,875
10259375|15,867,856,534,837,825,035,483
10262500|15,875,043,021,740,539,076,797
10265625|15,882,235,550,594,155,498,865
10268750|15,889,399,233,331,125,760,789
10271875|15,896,496,005,005,809,008,597
10275000|15,903,956,956,780,088,595,065
10278125|15,911,268,926,622,243,816,576
10281250|15,918,588,476,966,639,431,139
10284375|15,925,775,760,840,501,477,630
10287500|15,932,912,872,517,233,012,781
10290625|15,940,110,508,564,775,382,190
10293750|15,947,270,256,455,821,654,815
10296875|15,954,544,636,350,365,303,488
10300000|15,961,887,128,329,571,925,452
10303125|15,969,302,925,508,929,147,992
10306250|15,976,645,046,255,643,618,098
10309375|15,983,988,468,539,570,564,392
10312500|15,991,301,959,383,447,555,818
10315625|15,998,523,296,295,036,922,980
10318750|16,005,785,585,045,750,704,333
10321875|16,013,045,857,027,881,657,674
10325000|16,020,472,543,227,447,839,069
10328125|16,027,787,463,171,517,382,091
10331250|16,035,217,678,529,133,940,063
10334375|16,042,690,537,243,668,493,773
10337500|16,050,219,870,320,021,476,790
10340625|16,057,759,684,999,847,232,029
10343750|16,065,273,918,929,829,738,784
10346875|16,072,906,565,846,504,968,239
10350000|16,080,314,462,843,163,980,976
10353125|16,087,506,694,376,050,770,629
10356250|16,094,838,637,918,477,328,698
10359375|16,102,367,039,888,178,834,475
10362500|16,109,884,919,382,478,046,774
10365625|16,117,268,741,472,781,118,719
10368750|16,124,545,136,297,206,216,720
10371875|16,132,070,779,517,222,101,132
10375000|16,139,230,884,611,079,299,758
10378125|16,146,647,973,056,617,127,654
10381250|16,154,027,789,942,735,870,038
10384375|16,161,393,876,961,437,466,866
10387500|16,168,796,154,616,805,423,760
10390625|16,176,289,749,881,769,096,859
10393750|16,183,888,043,723,058,585,655
10396875|16,191,341,525,115,284,287,292
10400000|16,198,792,592,559,884,091,107
10403125|16,206,166,675,619,566,673,272
10406250|16,213,655,996,062,700,613,252
10409375|16,221,111,630,993,315,863,065
10412500|16,228,326,608,593,257,720,437
10415625|16,235,787,962,382,974,097,883
10418750|16,243,368,678,326,227,170,928
10421875|16,250,968,858,922,139,073,363
10425000|16,258,583,518,035,542,028,732
10428125|16,265,995,395,585,807,406,273
10431250|16,273,486,974,312,004,092,599
10434375|16,280,984,589,433,417,606,317
10437500|16,288,324,463,020,370,847,965
10440625|16,295,899,633,458,754,539,208
10443750|16,303,392,287,501,352,209,339
10446875|16,311,053,905,830,390,569,791
10450000|16,318,608,681,816,793,508,567
10453125|16,326,280,068,421,441,534,530
10456250|16,333,978,226,625,390,002,846
10459375|16,341,462,618,427,680,432,925
10462500|16,348,885,788,435,649,429,453
10465625|16,356,330,144,269,525,580,498
10468750|16,363,812,122,127,982,349,139
10471875|16,371,415,852,278,114,791,130
10475000|16,378,882,164,139,811,246,072
10478125|16,386,251,986,397,903,577,035
10481250|16,393,634,975,225,126,471,190
10484375|16,401,175,514,506,951,783,253
10487500|16,408,728,147,678,270,494,690
10490625|16,416,317,469,500,461,200,539
10493750|16,423,870,983,679,693,417,366
10496875|16,431,305,693,296,231,468,338
10500000|16,438,602,524,126,147,232,614
10503125|16,445,746,141,160,088,262,981
10506250|16,452,970,750,444,126,285,224
10509375|16,460,127,379,709,488,100,894
10512500|16,467,187,094,634,611,965,315
10515625|16,474,577,952,450,477,871,761
10518750|16,481,941,269,928,890,019,550
10521875|16,489,586,014,122,885,320,635
10525000|16,497,245,882,220,609,658,789
10528125|16,504,824,782,586,321,565,841
10531250|16,512,202,281,217,017,176,982
10534375|16,519,669,052,546,630,449,208
10537500|16,527,368,805,503,103,502,566
10540625|16,535,035,654,552,258,728,268
10543750|16,542,690,914,209,833,224,294
10546875|16,550,347,955,444,410,974,897
10550000|16,558,288,904,704,958,037,768
10553125|16,566,128,691,335,569,406,490
10556250|16,574,071,163,539,495,244,510
10559375|16,582,114,244,872,258,234,216
10562500|16,589,870,764,690,844,902,459
10565625|16,597,351,193,013,179,656,139
10568750|16,604,799,028,788,418,529,853
10571875|16,612,327,473,898,548,325,838
10575000|16,619,898,199,794,351,849,518
10578125|16,627,736,370,730,920,607,938
10581250|16,635,658,307,347,924,760,008
10584375|16,643,410,127,967,055,142,319
10587500|16,650,961,068,371,843,999,887
10590625|16,658,614,757,884,353,379,216
10593750|16,666,230,534,354,886,919,221
10596875|16,673,978,867,955,634,144,431
10600000|16,681,695,968,998,387,948,422
10603125|16,689,317,073,181,920,063,640
10606250|16,696,817,748,860,600,446,996
10609375|16,704,658,037,461,867,943,093
10612500|16,712,487,583,346,002,915,420
10615625|16,720,381,538,100,491,554,756
10618750|16,728,293,430,579,981,556,189
10621875|16,736,300,379,327,949,631,010
10625000|16,744,302,973,530,666,974,808
10628125|16,752,500,113,086,172,207,002
10631250|16,760,502,404,471,320,455,556
10634375|16,768,537,857,890,908,737,156
10637500|16,776,492,978,573,204,653,095
10640625|16,784,379,476,321,274,435,662
10643750|16,792,359,428,174,879,413,132
10646875|16,800,355,160,190,499,482,822
10650000|16,808,435,924,212,857,213,782
10653125|16,816,488,581,579,856,482,690
10656250|16,824,716,124,685,969,127,219
10659375|16,833,035,568,350,349,717,410
10662500|16,841,552,492,977,784,583,278
10665625|16,850,151,403,403,855,358,814
10668750|16,858,542,092,632,752,232,807
10671875|16,866,875,021,390,792,693,446
10675000|16,875,124,628,789,662,708,789
10678125|16,883,269,656,723,247,167,594
10681250|16,891,141,724,166,747,974,115
10684375|16,898,736,473,118,496,844,495
10687500|16,906,660,523,352,438,831,603
10690625|16,914,814,063,444,726,732,041
10693750|16,922,913,167,049,511,957,127
10696875|16,931,130,747,013,583,051,489
10700000|16,939,511,907,647,504,893,123
10703125|16,948,085,675,369,699,519,567
10706250|16,956,557,286,394,298,554,562
10709375|16,965,081,150,382,354,721,030
10712500|16,973,493,280,379,167,229,273
10715625|16,981,978,786,746,929,527,312
10718750|16,990,493,021,899,679,030,424
10721875|16,999,062,431,573,530,336,422
10725000|17,007,548,592,467,643,600,215
10728125|17,016,211,038,646,427,992,182
10731250|17,024,777,148,941,200,050,465
10734375|17,033,297,496,196,462,959,579
10737500|17,041,771,731,055,620,591,080
10740625|17,050,534,984,881,411,377,359
10743750|17,059,032,810,652,515,755,460
10746875|17,067,568,840,615,164,547,734
10750000|17,076,258,309,891,221,416,589
10753125|17,084,916,166,160,201,421,742
10756250|17,093,312,532,882,680,051,300
10759375|17,101,768,203,185,620,369,480
10762500|17,110,388,699,707,862,229,623
10765625|17,118,938,574,551,700,256,036
10768750|17,127,395,530,246,488,735,079
10771875|17,136,014,421,573,441,169,777
10775000|17,144,967,161,224,882,566,405
10778125|17,153,980,923,709,484,851,841
10781250|17,163,049,244,501,714,422,687
10784375|17,172,001,188,568,106,382,907
10787500|17,180,982,807,530,516,084,425
10790625|17,189,725,015,307,526,201,683
10793750|17,198,541,143,902,145,691,209
10796875|17,207,674,213,378,668,555,644
10800000|17,217,008,698,900,733,863,756
10803125|17,226,120,961,463,010,361,979
10806250|17,235,324,007,440,007,761,585
10809375|17,244,653,855,998,795,640,370
10812500|17,254,289,433,957,360,360,546
10815625|17,263,865,413,166,655,160,183
10818750|17,273,373,080,643,186,967,402
10821875|17,282,723,389,845,600,626,226
10825000|17,292,267,810,105,597,682,438
10828125|17,301,705,347,154,353,124,971
10831250|17,310,983,539,004,176,573,877
10834375|17,320,100,498,038,079,792,053
10837500|17,329,438,946,962,579,986,575
10840625|17,338,858,458,517,672,442,697
10843750|17,348,427,164,473,140,563,596
10846875|17,358,141,103,955,070,433,560
10850000|17,367,934,099,902,685,492,631
10853125|17,377,554,378,117,538,964,821
10856250|17,387,269,652,559,147,665,561
10859375|17,397,059,170,575,644,262,290
10862500|17,406,631,018,041,440,794,556
10865625|17,416,224,810,575,891,155,160
10868750|17,425,970,331,166,009,109,914
10871875|17,435,704,225,402,634,935,732
10875000|17,445,272,003,368,706,279,267
10878125|17,454,763,127,204,210,985,302
10881250|17,464,642,321,108,009,181,102
10884375|17,474,790,971,544,134,727,298
10887500|17,484,374,041,277,328,894,190
10890625|17,494,137,184,520,772,204,688
10893750|17,503,944,435,093,246,439,412
10896875|17,513,763,189,850,905,912,389
10900000|17,523,555,996,429,463,189,845
10903125|17,533,546,308,010,316,461,320
10906250|17,543,311,156,372,486,208,844
10909375|17,553,527,040,540,339,236,161
10912500|17,563,592,218,930,271,623,552
10915625|17,573,376,231,426,197,747,104
10918750|17,583,444,463,234,273,340,759
10921875|17,593,507,569,321,826,197,830
10925000|17,603,236,923,042,112,229,459
10928125|17,613,083,949,076,611,208,108
10931250|17,622,908,017,960,880,015,293
10934375|17,632,773,735,584,664,693,134
10937500|17,642,834,742,869,231,386,400
10940625|17,653,043,141,722,156,103,145
10943750|17,663,211,929,874,212,312,898
10946875|17,673,459,500,994,234,917,384
10950000|17,683,737,030,245,186,535,403
10953125|17,693,795,240,632,885,522,504
10956250|17,703,883,275,859,400,749,825
10959375|17,714,062,054,548,241,802,212
10962500|17,724,301,492,206,717,126,315
10965625|17,734,393,591,035,210,430,400
10968750|17,744,750,277,767,310,694,663
10971875|17,754,788,057,634,680,802,442
10975000|17,765,147,537,367,453,486,605
10978125|17,775,437,367,778,512,300,492
10981250|17,785,496,182,135,565,723,180
10984375|17,795,565,714,270,645,311,520
10987500|17,805,611,766,295,535,066,350
10990625|17,815,870,463,406,001,792,065
10993750|17,825,953,786,425,288,871,431
10996875|17,836,076,576,729,491,716,312
11000000|17,846,505,946,360,101,028,001
11003125|17,857,152,449,537,016,976,755
11006250|17,867,821,952,369,118,711,073
11009375|17,878,344,987,271,318,328,225
11012500|17,888,837,347,432,786,271,069
11015625|17,899,095,108,274,334,355,055
11018750|17,909,402,271,122,065,162,892
11021875|17,919,757,512,547,324,311,722
11025000|17,930,133,078,311,933,690,846
11028125|17,940,662,644,602,224,026,732
11031250|17,950,985,556,375,901,178,749
11034375|17,961,135,788,530,000,331,544
11037500|17,971,428,610,356,726,310,261
11040625|17,981,756,658,173,355,407,940
11043750|17,992,023,274,204,626,558,274
11046875|18,002,333,766,910,376,110,181
11050000|18,012,735,223,969,164,482,691
11053125|18,023,156,831,369,177,122,592
11056250|18,033,300,889,178,148,145,700
11059375|18,043,750,637,628,808,064,922
11062500|18,054,084,794,597,872,268,241
11065625|18,064,540,362,284,073,721,186
11068750|18,074,982,949,762,523,396,586
11071875|18,085,492,339,874,673,302,670
11075000|18,095,892,421,018,332,524,257
11078125|18,106,283,352,037,175,504,346
11081250|18,116,371,479,261,378,402,301
11084375|18,126,523,189,888,555,436,707
11087500|18,136,972,663,933,563,963,509
11090625|18,147,389,570,612,788,311,368
11093750|18,157,855,454,621,816,198,850
11096875|18,168,321,826,589,247,432,306
11100000|18,178,767,414,757,178,975,892
11103125|18,189,191,104,775,430,998,000
11106250|18,199,526,305,952,648,751,105
11109375|18,210,051,267,425,704,899,251
11112500|18,220,662,271,262,668,857,803
11115625|18,231,190,613,471,587,158,908
11118750|18,241,784,640,766,779,551,405
11121875|18,252,367,552,809,531,294,022
11125000|18,262,986,618,849,341,034,378
11128125|18,273,408,477,046,269,075,757
11131250|18,283,718,996,060,490,616,143
11134375|18,293,785,226,168,269,424,368
11137500|18,303,946,504,730,060,478,151
11140625|18,314,298,168,616,914,676,422
11143750|18,324,592,272,279,066,763,513
11146875|18,334,978,698,093,356,358,397
11150000|18,345,492,339,628,229,250,097
11153125|18,356,106,124,813,547,547,711
11156250|18,366,879,144,428,840,084,738
11159375|18,377,349,266,379,396,582,829
11162500|18,387,748,119,219,499,827,777
11165625|18,398,153,621,417,230,216,184
11168750|18,408,742,192,493,022,703,386
11171875|18,419,325,880,359,513,493,899
11175000|18,429,927,558,962,553,514,393
11178125|18,440,156,533,354,479,955,032
11181250|18,450,456,120,831,757,125,384
11184375|18,461,012,242,140,124,780,878
11187500|18,471,416,749,837,327,780,866
11190625|18,481,881,637,619,991,693,028
